# x_m,y_m,w_tr_right,w_tr_left_m
-291.145144,-403.398988,4.330232,4.310376
-291.126683,-404.407528,4.411387,4.284071
-291.098437,-405.415859,4.501655,4.259916
-291.060167,-406.423876,4.602773,4.237399
-291.011651,-407.431468,4.715772,4.215887
-290.952679,-408.438519,4.841284,4.194500
-290.883060,-409.444905,4.980020,4.172297
-290.802618,-410.450501,5.132388,4.148530
-290.711193,-411.455172,5.298990,4.122924
-290.608644,-412.458785,5.480949,4.096045
-290.494847,-413.461199,5.679809,4.069303
-290.369697,-414.462272,5.897584,4.044609
-290.233109,-415.461863,6.133962,4.024222
-290.085016,-416.459827,6.382843,4.010561
-289.925373,-417.456021,6.633349,4.006133
-289.754157,-418.450302,6.875082,4.013825
-289.571367,-419.442530,7.098834,4.035949
-289.377025,-420.432568,7.289261,4.072047
-289.171170,-421.420284,7.428734,4.119193
-288.953863,-422.405548,7.508249,4.175084
-288.725182,-423.388239,7.523619,4.239757
-288.485220,-424.368237,7.474073,4.314888
-288.234086,-425.345432,7.366422,4.402884
-287.971904,-426.319718,7.210225,4.506017
-287.698809,-427.290998,7.018294,4.625125
-287.414946,-428.259181,6.808864,4.758972
-287.120471,-429.224181,6.598507,4.904621
-286.815548,-430.185922,6.397925,5.057955
-286.500347,-431.144334,6.209675,5.214311
-286.175045,-432.099352,6.029648,5.369007
-285.839822,-433.050921,5.854999,5.517873
-285.494865,-433.998991,5.686582,5.658310
-285.140363,-434.943518,5.525555,5.789700
-284.776510,-435.884466,5.372536,5.912705
-284.403501,-436.821806,5.229231,6.028463
-284.021534,-437.755513,5.098090,6.137984
-283.630812,-438.685572,4.980459,6.241781
-283.231537,-439.611971,4.877490,6.340002
-282.823912,-440.534708,4.792355,6.432637
-282.408146,-441.453785,4.728187,6.519572
-281.984443,-442.369210,4.683486,6.600624
-281.553012,-443.280998,4.652204,6.675657
-281.114061,-444.189169,4.627351,6.744689
-280.667797,-445.093748,4.602589,6.807876
-280.214428,-445.994767,4.572444,6.865444
-279.754161,-446.892261,4.532552,6.917696
-279.287200,-447.786272,4.480948,6.965000
-278.813751,-448.676843,4.419550,7.007696
-278.334014,-449.564023,4.352910,7.046104
-277.848188,-450.447865,4.286182,7.080607
-277.356468,-451.328423,4.224045,7.111563
-276.859045,-452.205753,4.169503,7.139301
-276.356106,-453.079915,4.123234,7.164564
-275.847832,-453.950969,4.084035,7.188257
-275.334401,-454.818975,4.050192,7.210151
-274.815985,-455.683997,4.020734,7.229108
-274.292749,-456.546097,3.995329,7.244895
-273.764855,-457.405337,3.973620,7.258238
-273.232457,-458.261780,3.955238,7.269574
-272.695706,-459.115486,3.940003,7.278932
-272.154743,-459.966518,3.927702,7.286419
-271.609707,-460.814933,3.917995,7.292214
-271.060728,-461.660792,3.910565,7.296501
-270.507933,-462.504149,3.905196,7.299510
-269.951441,-463.345061,3.901650,7.301472
-269.391365,-464.183580,3.899591,7.302528
-268.827813,-465.019757,3.898804,7.302658
-268.260886,-465.853640,3.899328,7.301647
-267.690682,-466.685276,3.901368,7.299128
-267.117289,-467.514708,3.905173,7.294786
-266.540793,-468.341977,3.910861,7.288550
-265.961273,-469.167122,3.918305,7.280594
-265.378801,-469.990178,3.927233,7.271217
-264.793448,-470.811179,3.937341,7.260775
-264.205275,-471.630154,3.948352,7.249696
-263.614343,-472.447131,3.959993,7.238427
-263.020703,-473.262135,3.972011,7.227302
-262.424405,-474.075188,3.984255,7.216423
-261.825494,-474.886309,3.996675,7.205696
-261.224009,-475.695515,4.009257,7.194920
-260.619989,-476.502821,4.022051,7.183869
-260.013464,-477.308238,4.035142,7.172393
-259.404463,-478.111776,4.048556,7.160513
-258.793013,-478.913441,4.062203,7.148392
-258.179135,-479.713239,4.075931,7.136217
-257.562848,-480.511172,4.089589,7.124136
-256.944170,-481.307242,4.103047,7.112267
-256.323115,-482.101448,4.116200,7.100689
-255.699695,-482.893787,4.129031,7.089392
-255.073920,-483.684257,4.141674,7.078232
-254.445799,-484.472852,4.154431,7.066941
-253.815339,-485.259567,4.167671,7.055204
-253.182547,-486.044394,4.181721,7.042690
-252.547427,-486.827327,4.196857,7.029032
-251.909985,-487.608357,4.213245,7.013903
-251.270224,-488.387477,4.230890,6.997125
-250.628147,-489.164678,4.249709,6.978685
-249.983759,-489.939951,4.269616,6.958741
-249.337064,-490.713288,4.290460,6.937649
-248.688064,-491.484681,4.311952,6.915928
-248.036766,-492.254122,4.333681,6.894127
-247.383172,-493.021604,4.355144,6.872752
-246.727290,-493.787120,4.375739,6.852294
-246.069126,-494.550664,4.394823,6.833150
-245.408686,-495.312232,4.411916,6.815443
-244.745979,-496.071819,4.426818,6.799006
-244.081013,-496.829420,4.439559,6.783547
-243.413798,-497.585033,4.450358,6.768804
-242.744344,-498.338655,4.459629,6.754580
-242.072663,-499.090286,4.467974,6.740776
-241.398766,-499.839925,4.476067,6.727427
-240.722665,-500.587571,4.484499,6.714654
-240.044375,-501.333225,4.493741,6.702530
-239.363909,-502.076890,4.504144,6.691013
-238.681282,-502.818568,4.515911,6.679967
-237.996509,-503.558261,4.529070,6.669205
-237.309606,-504.295974,4.543533,6.658459
-236.620590,-505.031710,4.559232,6.647329
-235.929476,-505.765475,4.576136,6.635360
-235.236282,-506.497274,4.594162,6.622172
-234.541027,-507.227113,4.613225,6.607482
-233.843727,-507.954999,4.633353,6.591079
-233.144402,-508.680940,4.654620,6.572904
-232.443070,-509.404944,4.677059,6.553127
-231.739751,-510.127018,4.700666,6.532122
-231.034463,-510.847172,4.725422,6.510388
-230.327228,-511.565415,4.751204,6.488525
-229.618064,-512.281758,4.777731,6.467172
-228.906993,-512.996212,4.804622,6.446845
-228.194036,-513.708786,4.831435,6.427831
-227.479214,-514.419494,4.857649,6.410231
-226.762548,-515.128347,4.882752,6.393965
-226.044059,-515.835358,4.906453,6.378700
-225.323771,-516.540540,4.928713,6.363898
-224.601704,-517.243908,4.949628,6.349002
-223.877882,-517.945474,4.969324,6.333573
-223.152326,-518.645255,4.987973,6.317301
-222.425060,-519.343264,5.005769,6.300050
-221.696107,-520.039517,5.022805,6.281940
-220.965489,-520.734030,5.039057,6.263323
-220.233230,-521.426820,5.054484,6.244661
-219.499352,-522.117903,5.069043,6.226473
-218.763879,-522.807295,5.082624,6.209331
-218.026835,-523.495016,5.095104,6.193737
-217.288243,-524.181081,5.106513,6.179939
-216.548126,-524.865509,5.117059,6.167923
-215.806508,-525.548319,5.126948,6.157552
-215.063413,-526.229530,5.136223,6.148672
-214.318864,-526.909159,5.144817,6.141099
-213.572884,-527.587226,5.152662,6.134587
-212.825498,-528.263752,5.159646,6.128938
-212.076728,-528.938755,5.165581,6.124148
-211.326599,-529.612256,5.170312,6.120356
-210.575133,-530.284274,5.173788,6.117700
-209.822355,-530.954830,5.176019,6.116310
-209.068286,-531.623945,5.177106,6.116285
-208.312952,-532.291639,5.177338,6.117590
-207.556375,-532.957934,5.177149,6.120035
-206.798577,-533.622850,5.176887,6.123406
-206.039583,-534.286408,5.176634,6.127517
-205.279414,-534.948631,5.176215,6.132178
-204.518094,-535.609538,5.175232,6.137224
-203.755645,-536.269153,5.173159,6.142526
-202.992090,-536.927496,5.169540,6.147969
-202.227450,-537.584588,5.164105,6.153493
-201.461749,-538.240453,5.156737,6.159156
-200.695007,-538.895111,5.147434,6.165107
-199.927248,-539.548584,5.136298,6.171548
-199.158492,-540.200894,5.123567,6.178754
-198.388761,-540.852063,5.109552,6.187078
-197.618076,-541.502113,5.094494,6.196880
-196.846459,-542.151065,5.078541,6.208427
-196.073931,-542.798942,5.061782,6.221829
-195.300512,-543.445765,5.044259,6.237056
-194.526223,-544.091556,5.026019,6.254004
-193.751084,-544.736336,5.007149,6.272553
-192.975115,-545.380128,4.987829,6.292533
-192.198337,-546.022951,4.968321,6.313729
-191.420769,-546.664830,4.948834,6.335905
-190.642431,-547.305783,4.929442,6.358804
-189.863342,-547.945833,4.910097,6.382140
-189.083521,-548.585001,4.890685,6.405597
-188.302986,-549.223308,4.871117,6.428847
-187.521758,-549.860774,4.851414,6.451589
-186.739853,-550.497421,4.831767,6.473526
-185.957291,-551.133269,4.812512,6.494401
-185.174088,-551.768338,4.794044,6.514070
-184.390264,-552.402648,4.776717,6.532532
-183.605835,-553.036221,4.760797,6.549897
-182.820818,-553.669075,4.746456,6.566325
-182.035231,-554.301230,4.733747,6.581965
-181.249091,-554.932706,4.722621,6.596915
-180.462413,-555.563522,4.712927,6.611179
-179.675214,-556.193698,4.704446,6.624666
-178.887511,-556.823251,4.696950,6.637231
-178.099318,-557.452202,4.690255,6.648717
-177.310652,-558.080568,4.684254,6.658974
-176.521528,-558.708367,4.678920,6.667881
-175.731960,-559.335618,4.674275,6.675353
-174.941965,-559.962338,4.670346,6.681346
-174.151555,-560.588545,4.667145,6.685865
-173.360746,-561.214256,4.664660,6.688975
-172.569552,-561.839488,4.662859,6.690779
-171.777987,-562.464258,4.661711,6.691394
-170.986063,-563.088583,4.661183,6.690948
-170.193795,-563.712479,4.661251,6.689575
-169.401196,-564.335961,4.661890,6.687398
-168.608278,-564.959046,4.663082,6.684522
-167.815054,-565.581749,4.664806,6.681037
-167.021537,-566.204086,4.667042,6.677015
-166.227738,-566.826071,4.669771,6.672511
-165.433671,-567.447719,4.672974,6.667565
-164.639345,-568.069044,4.676629,6.662197
-163.844773,-568.690061,4.680718,6.656418
-163.049966,-569.310783,4.685218,6.650237
-162.254935,-569.931225,4.690106,6.643667
-161.459690,-570.551399,4.695363,6.636727
-160.664242,-571.171318,4.700969,6.629436
-159.868602,-571.790996,4.706904,6.621813
-159.072779,-572.410444,4.713149,6.613874
-158.276782,-573.029676,4.719687,6.605638
-157.480623,-573.648702,4.726502,6.597120
-156.684309,-574.267535,4.733580,6.588340
-155.887850,-574.886185,4.740907,6.579315
-155.091256,-575.504665,4.748465,6.570065
-154.294533,-576.122984,4.756239,6.560603
-153.497691,-576.741153,4.764212,6.550945
-152.700738,-577.359183,4.772371,6.541106
-151.903683,-577.977084,4.780697,6.531091
-151.106531,-578.594864,4.789176,6.520908
-150.309292,-579.212535,4.797791,6.510574
-149.511972,-579.830104,4.806529,6.500110
-148.714578,-580.447580,4.815376,6.489542
-147.917118,-581.064973,4.824319,6.478890
-147.119597,-581.682290,4.833345,6.468175
-146.322022,-582.299540,4.842443,6.457419
-145.524400,-582.916730,4.851602,6.446647
-144.726736,-583.533868,4.860811,6.435877
-143.929035,-584.150961,4.870061,6.425122
-143.131304,-584.768017,4.879341,6.414391
-142.333548,-585.385041,4.888642,6.403695
-141.535772,-586.002041,4.897955,6.393054
-140.737982,-586.619022,4.907271,6.382483
-139.940181,-587.235992,4.916581,6.371982
